question_number,question_text,question_category,year,source,sub_category
4,"How is the National Green Tribunal (NGT) different from the Central Pollution Control Board (CPCB)? 1. The NGT has been established by an Act whereas the CPCB has been created by an executive order of the Government. 2. The NGT provides environmental justice and helps reduce the burden of litigation in the higher courts whereas the CPCB promotes cleanliness of streams and wells, and aims to improve the quality of air in the country. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Environment and Ecology,2018,,
5,Consider the following statements: 1. The Parliament of India can place a particular law in the Ninth Schedule of the Constitution of India. 2. The validity of a law placed in the Ninth Schedule cannot be examined by any court and no judgement can be made on it. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Polity,2018,,
6,Which one of the following best describes the term “Merchant Discount Rate” sometimes seen in news? (a) The incentive given by a bank to a merchant for accepting payments through debit cards pertaining to that bank. (b) The amount paid back by banks to their customers when they use debit cards for financial transactions for purchasing goods or services. (c) The charge to a merchant by a bank for accepting payments from his customers through the bank’s debit cards. (d) The incentive given by the Government to merchants for promoting digital payments by their customers through Point of Sale (PoS) machines and debit cards.,Economics,2018,,
7,What is/are the consequence/consequences of a country becoming the member of the ‘Nuclear Suppliers Group’? 1. It will have access to the latest and most efficient nuclear technologies. 2. It automatically becomes a member of “The Treaty on the Non-Proliferation of Nuclear Weapons (NPT)”. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,International Relations,2018,,
8,"With reference to India’s decision to levy an equalization tax of 6% on online advertisement services offered by non-resident entities, which of the following statements is/are correct? 1. It is introduced as a part of the Income Tax Act. 2. Non-resident entities that offer advertisement services in India can claim a tax credit in their home country under the “Double Taxation Avoidance Agreements”. Select the correct answer using the code given below: (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Economics,2018,,
9,"Consider the following statements: 1. The Fiscal Responsibility and Budget Management (FRBM) Review Committee Report has recommended a debt-to-GDP ratio of 60% for the general (combined) government by 2023, comprising 40% for the Central Government and 20% for the State Governments. 2. The Central Government domestic liabilities are 21% of GDP compared to 49% of GDP of the State Governments. 3. As per the Constitution of India, it is mandatory for a State to obtain the consent of the Central Government before raising any loan if the State has any outstanding liabilities to the Centre. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",Economics,2018,,
10,Consider the following statements: 1. The volume of imported edible oils is more than the domestic production of edible oils during the last five years. 2. The Government does not impose any customs duty on all imported edible oils as a special case. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Economics,2018,,
11,"He wrote biographies of Mazzini, Garibaldi, Shivaji, and Shri Krishna; he stayed in America for some time; and he was also elected to the Central Assembly. Who was he? (a) Aurobindo Ghosh (b) Bipin Chandra Pal (c) Lala Lajpat Rai (d) Motilal Nehru",History,2018,,
12,"Consider the following statements: 1. Aadhaar card can be used as a proof of citizenship or domicile. 2. Once issued, the Aadhaar number cannot be deactivated or omitted by the Issuing Authority. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2018,,
13,Which of the following has/have shrunk immensely/dried up in the recent past due to human activities? 1. Aral Sea 2. Black Sea 3. Lake Baikal Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 2 only (d) 1 and 3,Geography,2018,,
14,“Rule of Law Index” is released by which of the following? (a) Amnesty International (b) International Court of Justice (c) The Office of UN Commissioner for Human Rights (d) World Justice Project,Polity,2018,,
15,Which one of the following links all the ATMs in India? (a) Indian Banks’ Association (b) National Securities Depository Limited (c) National Payments Corporation of India (d) Reserve Bank of India,Economics,2018,,
16,Consider the following statements: 1. Capital Adequacy Ratio (CAR) is the amount that banks have to maintain in the form of their own funds to offset any loss that banks incur if the account-holders fail to repay dues. 2. CAR is decided by each individual bank. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Economics,2018,,
17,The identity platform ‘Aadhaar’ provides open “Application Programming Interfaces (APIs)”. What does it imply? 1. It can be integrated into any electronic device. 2. Online authentication using iris is possible. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Science and Technology,2018,,
18,"Very recently, in which of the following countries have lakhs of people either suffered from severe famine/acute malnutrition or died due to starvation caused by war/ethnic conflicts? (a) Angola and Zambia (b) Morocco and Tunisia (c) Venezuela and Colombia (d) Yemen and South Sudan",International Relations,2018,,
19,"Regarding Wood’s Dispatch, which of the following statements are true? 1. Grants-in-Aid system was introduced. 2. Establishment of universities was recommended. 3. English as a medium of instruction at all levels of education was recommended. Select the correct answer using the code given below: (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",History,2018,,
20,"With reference to the Parliament of India, which of the following Parliamentary Committees scrutinizes and reports to the House whether the powers to make regulations, rules, sub-rules, by-laws, etc. conferred by the Constitution or delegated by the Parliament are being properly exercised by the Executive within the scope of such delegation? (a) Committee on Government Assurances (b) Committee on Subordinate Legislation (c) Rules Committee (d) Business Advisory Committee",Polity,2018,,
21,"Consider the following statements: 1. As per the Right to Education (RTE) Act, to be eligible for appointment as a teacher in a State, a person would be required to possess the minimum qualification laid down by the concerned State Council of Teacher Education. 2. As per the RTE Act, for teaching primary classes, a candidate is required to pass a Teacher Eligibility Test conducted in accordance with the National Council of Teacher Education guidelines. 3. In India, more than 90% of teacher education institutions are directly under the State Governments. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only",Polity,2018,,
22,Consider the following pairs: Tradition State 1. Chapchar Kut festival — Mizoram 2. Khongjom parba ballad — Manipur 3. Thang-Ta dance — Sikkim Which of the pairs given above is/are correct? (a) 1 only (b) 1 and 2 (c) 3 only (d) 2 and 3,Art and Culture,2018,,
23,"Consider the following statements: 1. The Food Safety and Standards Act, 2006 replaced the Prevention of Food Adulteration Act, 1954. 2. The Food Safety and Standards Authority of India (FSSAI) is under the charge of Director General of Health Services in the Union Ministry of Health and Family Welfare. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2018,,
24,The term “two-state solution” is sometimes mentioned in the news in the context of the affairs of (a) China (b) Israel (c) Iraq (d) Yemen,International Relations,2018,,
25,"With reference to the provisions made under the National Food Security Act, 2013, consider the following statements: 1. The families coming under the category of ‘below poverty line (BPL)’ only are eligible to receive subsidised food grains. 2. The eldest woman in a household, of age 18 years or above, shall be the head of the household for the purpose of issuance of a ration card. 3. Pregnant women and lactating mothers are entitled to a ‘take-home ration’ of 1600 calories per day during pregnancy and for six months thereafter. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only",Polity,2018,,
26,"India enacted The Geographical Indications of Goods (Registration and Protection) Act, 1999 in order to comply with the obligations to (a) ILO (b) IMF (c) UNCTAD (d) WTO",International Relations,2018,,
27,"Consider the following statements: 1. In India, State Governments do not have the power to auction non-coal mines. 2. Andhra Pradesh and Jharkhand do not have gold mines. 3. Rajasthan has iron ore mines. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only",Geography,2018,,
28,"With reference to digital payments, consider the following statements: 1. BHIM app allows the user to transfer money to anyone with a UPI-enabled bank account. 2. While a chip-pin debit card has four factors of authentication, BHIM app has only two factors of authentication. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Science and Technology,2018,,
29,"Among the following cities, which one lies on a longitude closest to that of Delhi? (a) Bengaluru (b) Hyderabad (c) Nagpur (d) Pune",Geography,2018,,
30,International Labour Organization’s Conventions 138 and 182 are related to (a) Child labour (b) Adaptation of agricultural practices to global climate change (c) Regulation of food prices and food security (d) Gender parity at the workplace,International Relations,2018,,
31,"Regarding Money Bill, which of the following statements is not correct? (a) A bill shall be deemed to be a Money Bill if it contains only provisions relating to imposition, abolition, remission, alteration or regulation of any tax. (b) A Money Bill has provisions for the custody of the Consolidated Fund of India or the Contingency Fund of India. (c) A Money Bill is concerned with the appropriation of moneys out of the Contingency Fund of India. (d) A Money Bill deals with the regulation of borrowing of money or giving of any guarantee by the Government of India.",Polity,2018,,
32,"With reference to the election of the President of India, consider the following statements: 1. The value of the vote of each MLA varies from State to State. 2. The value of the vote of MPs of the Lok Sabha is more than the value of the vote of MPs of the Rajya Sabha. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2018,,
33,"In the Indian context, what is the implication of ratifying the ‘Additional Protocol’ with the International Atomic Energy Agency (IAEA)? (a) The civilian nuclear reactors come under IAEA safeguards. (b) The military nuclear installations come under the inspection of IAEA. (c) The country will have the privilege to buy uranium from the Nuclear Suppliers Group (NSG). (d) The country automatically becomes a member of the NSG.",International Relations,2018,,
34,"Consider the following countries: 1. Australia 2. Canada 3. China 4. India 5. Japan 6. USA Which of the above are among the ‘free-trade partners’ of ASEAN? (a) 1, 2, 4 and 5 (b) 3, 4, 5 and 6 (c) 1, 3, 4 and 5 (d) 2, 3, 4 and 6",International Relations,2018,,
35,"With reference to the ‘Global Alliance for Climate-Smart Agriculture (GACSA)’, which of the following statements is/are correct? 1. GACSA is an outcome of the Climate Summit held in Paris in 2015. 2. Membership of GACSA does not create any binding obligations. 3. India was instrumental in the creation of GACSA. Select the correct answer using the code given below: (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3",Agriculture,2018,,
36,"Which of the following is/are the aim/aims of “Digital India” Plan of the Government of India? 1. Formation of India’s own Internet companies like China did. 2. Establish a policy framework to encourage overseas multinational corporations that collect Big Data to build their large data centres within our national geographical boundaries. 3. Connect many of our villages to the Internet and bring Wi-Fi to many of our schools, public places and major tourist centres. Select the correct answer using the code given below: (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3",Science and Technology,2018,,
37,Consider the following pairs: Towns sometimes mentioned in news Country 1. Aleppo — Syria 2. Kirkuk — Yemen 3. Mosul — Palestine 4. Mazar-i-sharif — Afghanistan Which of the pairs given above are correctly matched? (a) 1 and 2 (b) 1 and 4 (c) 2 and 3 (d) 3 and 4,International Relations,2018,,
38,"In the Federation established by The Government of India Act of 1935, residuary powers were given to the (a) Federal Legislature (b) Governor General (c) Provincial Legislature (d) Provincial Governors",History,2018,,
39,"Consider the following statements: 1. The Speaker of the Legislative Assembly shall vacate his/her office if he/she ceases to be a member of the Assembly. 2. Whenever the Legislative Assembly is dissolved, the Speaker shall vacate his/her office immediately. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Polity,2018,,
40,"Which one of the following reflects the most appropriate relationship between law and liberty? (a) If there are more laws, there is less liberty. (b) If there are no laws, there is no liberty. (c) If there is liberty, laws have to be made by the people. (d) If laws are changed too often, liberty is in danger.",Polity,2018,,
41,Consider the following statements: 1. No criminal proceedings shall be instituted against the Governor of a State in any court during his term of office. 2. The emoluments and allowances of the Governor of a State shall not be diminished during his term of office. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2,Polity,2018,,
42,The well-known painting “Bani Thani” belongs to the (a) Bundi school (b) Jaipur school (c) Kangra school (d) Kishangarh school,Art and Culture,2018,,
43,"What is “Terminal High Altitude Area Defense (THAAD)”, sometimes seen in the news? (a) An Israeli radar system (b) India’s indigenous anti-missile programme (c) An American anti-missile system (d) A defence collaboration between Japan and South Korea",International Relations,2018,,
44,"With reference to cultural history of India, consider the following statements: 1. Most of the Tyagaraja Kritis are devotional songs in praise of Lord Krishna. 2. Tyagaraja created several new ragas. 3. Annamacharya and Tyagaraja are contemporaries. 4. Annamacharya kirtanas are devotional songs in praise of Lord Venkateshwara. Which of the statements given above are correct? (a) 1 and 3 only (b) 2 and 4 only (c) 1, 2 and 3 (d) 2, 3 and 4",Art and Culture,2018,,
45,"Which of the following are regarded as the main features of the “Rule of Law”? 1. Limitation of powers 2. Equality before law 3. People’s responsibility to the Government 4. Liberty and civil rights Select the correct answer using the code given below: (a) 1 and 3 only (b) 2 and 4 only (c) 1, 2 and 4 only (d) 1, 2, 3 and 4",Polity,2018,,
46,"Which one of the following statements correctly describes the meaning of legal tender money? (a) The money which is tendered in courts of law to defray the fee of legal cases (b) The money which a creditor is under compulsion to accept in settlement of his claims (c) The bank money in the form of cheques, drafts, bills of exchange, etc. (d) The metallic money in circulation in a country",Economics,2018,,
47,"If a commodity is provided free to the public by the Government, then (a) the opportunity cost is zero. (b) the opportunity cost is ignored. (c) the opportunity cost is transferred from the consumers of the product to the tax-paying public. (d) the opportunity cost is transferred from the consumers of the product to the Government.",Economics,2018,,
48,"Increase in absolute and per capita real GNP do not connote a higher level of economic development, if (a) industrial output fails to keep pace with agricultural output. (b) agricultural output fails to keep pace with industrial output. (c) poverty and unemployment increase. (d) imports grow faster than exports.",Economics,2018,,
49,"Consider the following statements: Human capital formation as a concept is better explained in terms of a process which enables 1. individuals of a country to accumulate more capital. 2. increasing the knowledge, skill levels and capacities of the people of the country. 3. accumulation of tangible wealth. 4. accumulation of intangible wealth. Which of the statements given above is/are correct? (a) 1 and 2 (b) 2 only (c) 2 and 4 (d) 1, 3 and 4",Economics,2018,,
50,"Despite being a high saving economy, capital formation may not result in significant increase in output due to (a) weak administrative machinery (b) illiteracy (c) high population density (d) high capital-output ratio",Economics,2018,,
51,"After the Santhal Uprising subsided, what was/were the measure/measures taken by the colonial government? 1. The territories called ‘Santhal Paraganas’ were created. 2. It became illegal for a Santhal to transfer land to a non-Santhal. Select the correct answer using the code given below: (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",History,2018,,
52,"Economically, one of the results of the British rule in India in the 19th century was the (a) increase in the export of Indian handicrafts (b) growth in the number of Indian owned factories (c) commercialization of Indian agriculture (d) rapid increase in the urban population",History,2018,,
53,"If the President of India exercises his power as provided under Article 356 of the Constitution in respect of a particular State, then (a) the Assembly of the State is automatically dissolved. (b) the powers of the Legislature of that State shall be exercisable by or under the authority of the Parliament. (c) Article 19 is suspended in that State. (d) the President can make laws relating to that State.",Polity,2018,,
54,Consider the following pairs: Craft Heritage of 1. Puthukkuli shawls — Tamil Nadu 2. Sujni embroidery — Maharashtra 3. Uppada Jamdani saris — Karnataka Which of the pairs given above is/are correct? (a) 1 only (b) 1 and 2 (c) 3 only (d) 2 and 3,Art and Culture,2018,,
55,"In which of the following areas can GPS technology be used? 1. Mobile phone operations 2. Banking operations 3. Controlling the power grids Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",Science and Technology,2018,,
56,"Consider the following statements: 1. The Reserve Bank of India manages and services Government of India Securities but not any State Government Securities. 2. Treasury bills are issued by the Government of India and there are no treasury bills issued by the State Governments. 3. Treasury bills offer are issued at a discount from the par value. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3",Economics,2018,,
57,"Consider the following statements: 1. The Earth’s magnetic field has reversed every few hundred thousand years. 2. When the Earth was created more than 4000 million years ago, there was 54% oxygen and no carbon dioxide. 3. When living organisms originated, they modified the early atmosphere of the Earth. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",Science and Technology,2018,,
58,"The terms ‘WannaCry, Petya and EternalBlue’ sometimes mentioned in the news recently are related to (a) Exoplanets (b) Cryptocurrency (c) Cyber attacks (d) Mini satellites",Science and Technology,2018,,
59,"With reference to the circumstances in Indian agriculture, the concept of “Conservation Agriculture” assumes significance. Which of the following fall under the Conservation Agriculture? 1. Avoiding the monoculture practices 2. Adopting minimum tillage 3. Avoiding the cultivation of plantation crops 4. Using crop residues to cover soil surface 5. Adopting spatial and temporal crop sequencing/crop rotations Select the correct answer using the code given below: (a) 1, 3 and 4 (b) 2, 3, 4 and 5 (c) 2, 4 and 5 (d) 1, 2, 3 and 5",Agriculture,2018,,
60,"The term “sixth mass extinction/sixth extinction” is often mentioned in the news in the context of the discussion of (a) Widespread monoculture practices in agriculture and large-scale commercial farming with indiscriminate use of chemicals in many parts of the world that may result in the loss of good native ecosystems. (b) Fears of a possible collision of a meteorite with the Earth in the near future in the manner it happened 65 million years ago that caused the mass extinction of many species including those of dinosaurs. (c) Large scale cultivation of genetically modified crops in many parts of the world and promoting their cultivation in other parts of the world which may cause the disappearance of good native crop plants and the loss of food biodiversity. (d) Mankind’s over-exploitation/misuse of natural resources, fragmentation/loss of natural habitats, destruction of ecosystems, pollution and global climate change.",Environment and Ecology,2018,,
61,"With reference to the Indian Regional Navigation Satellite System (IRNSS), consider the following statements: 1. IRNSS has three satellites in geostationary and four satellites in geosynchronous orbits. 2. IRNSS covers entire India and about 5500 sq. km beyond its borders. 3. India will have its own satellite navigation system with full global coverage by the middle of 2019. Which of the statements given above is/are correct? (a) 1 only (b) 1 and 2 only (c) 2 and 3 only (d) None",Science and Technology,2018,,
62,"Consider the following phenomena: 1. Light is affected by gravity. 2. The Universe is constantly expanding. 3. Matter warps its surrounding space-time. Which of the above is/are the prediction/predictions of Albert Einstein’s General Theory of Relativity, often discussed in media? (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3",Science and Technology,2018,,
63,"With reference to the genetically modified mustard (GM Sarson) developed in India, consider the following statements: 1. GM Sarson seeds possess genes that give the plant pest-resistance against many pests applied to the soil. 2. GM seeds help in cross-pollination and hybridization. 3. The development of GM Sarson is a joint venture of IARI and Punjab Agricultural University. Which of the statements given above is/are correct? (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3",Agriculture,2018,,
64,"Consider the following pairs: Terms sometimes mentioned in news Related Subject 1. Bell II experiment — Artificial Intelligence 2. Blockchain Technology — Digital/Crypto Currency 3. CRISPR-Cas9 — Particle Physics Which of the pairs given above is/are correctly matched? (a) 1 and 3 (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3",Science and Technology,2018,,
65,Which one of the following best describes the term “Carbon Fertilization” sometimes seen in news? (a) Increased growth of many crops due to increased concentration of carbon dioxide in the atmosphere (b) Increase in ambient temperature due to increased carbon dioxide concentration in the atmosphere (c) Decreased growth of flora due to increased carbon dioxide concentration (d) Adaptation of all terrestrial plants to climate change due to increased carbon dioxide in the atmosphere,Environment and Ecology,2018,,
66,"When your smartphone rings, you are reminded that your task is in progress. When you leave home, the weather in your apartment is displayed on the screen. Your refrigerator takes out some vegetables and meat for dinner. When you step outside, your car tells you about traffic congestion and suggests alternative routes. If you are waiting for a meeting, your banker sends you a message about its status. Which one of the following is the most appropriate term for the technologies mentioned in these statements? (a) Border Gateway Protocol (b) Internet of Things (c) Intranet Protocol (d) Virtual Private Network",Science and Technology,2018,,
67,"With reference to solar power production in India, consider the following statements: 1. India is the third largest in the world in the manufacture of silicon wafers used in photovoltaic units. 2. The solar power tariffs are determined by the Solar Energy Corporation of India. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Science and Technology,2018,,
68,"The staple commodities of export by the English East India Company from Bengal in the middle of the 18th century were (a) Raw cotton, oil-seeds and opium (b) Sugar, salt, zinc and lead (c) Copper, silver, gold, spices and tea (d) Cotton, silk, saltpetre and opium",History,2018,,
69,"Which one of the following is a very significant aspect of the Champaran Satyagraha? (a) Active all-India participation of lawyers, students and women in the National Movement (b) Active involvement of Dalit and Tribal communities of India in the National Movement (c) Joining of peasant unrest to India’s National Movement (d) Drastic decrease in the cultivation of plantation crops and commercial crops",History,2018,,
70,"Who among the following were the founders of the “Hind Mazdoor Sabha” established in 1948? (a) B. Krishna Pillai, E.M.S. Namboodiripad and K.C. George (b) Jayaprakash Narayan, Deen Dayal Upadhyay and M.N. Roy (c) C.P. Ramaswamy Iyer, K. Kamaraj and Veeresalingam Pantulu (d) Ashok Mehta, T.S. Ramanujam and G.G. Mehta",History,2018,,
71,"With reference to the religious practices in India, the “Sthanakvasi” sect belongs to (a) Buddhism (b) Jainism (c) Vaishnavism (d) Shaivism",Art and Culture,2018,,
72,"With reference to the cultural history of India, consider the following statements: 1. White marble was used in making Buland Darwaza and Khankah at Fatehpur Sikri. 2. Red sandstone and marble were used in making Bara Imambara and Rumi Darwaza at Lucknow. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Art and Culture,2018,,
73,Which one of the following foreign travellers most elaborately discussed about diamonds and diamond mines of India? (a) Francois Bernier (b) Jean-Baptiste Tavernier (c) Jean de Thevenot (d) Abbe Barthelemy Carre,History,2018,,
74,"With reference to Indian history, who among the following is a future Buddha, yet to come to save the world? (a) Avalokiteshvara (b) Lokesvara (c) Maitreya (d) Padmapani",Art and Culture,2018,,
75,Which one of the following statements does not apply to the system of Subsidiary Alliance introduced by Lord Wellesley? (a) To maintain a large standing army at other’s expense (b) To keep India safe from Napoleonic danger (c) To secure a fixed income for the Company (d) To establish British paramountcy over the Indian States,History,2018,,
76,"Which of the following led to the introduction of English Education in India? 1. Charter Act of 1813 2. General Committee of Public Instruction, 1823 3. Orientalist and Anglicist Controversy Select the correct answer using the code given below: (a) 1 and 2 only (b) 2 only (c) 1 and 3 only (d) 1, 2 and 3",History,2018,,
77,Which one of the following is an artificial lake? (a) Kodaikanal (Tamil Nadu) (b) Kolleru (Andhra Pradesh) (c) Nainital (Uttarakhand) (d) Renuka (Himachal Pradesh),Geography,2018,,
78,"With reference to Pradhan Mantri Kaushal Vikas Yojana, consider the following statements: 1. It is the flagship scheme of the Ministry of Labour and Employment. 2. It, among other things, will also impart training in soft skills, entrepreneurship, financial and digital literacy. 3. It aims to align the competencies of the unregulated workforce of the country to the National Skill Qualification Framework. Which of the statements given above is/are correct? (a) 1 and 3 only (b) 2 only (c) 2 and 3 only (d) 1, 2 and 3",Others,2018,,
79,"In 1920, which of the following changed its name to “Swarajya Sabha”? (a) All India Home Rule League (b) Hindu Mahasabha (c) South Indian Liberal Federation (d) The Servants of India Society",History,2018,,
80,Which among the following events happened earliest? (a) Swami Dayanand established Arya Samaj. (b) Dinabandhu Mitra wrote Neel-darpan. (c) Bankim Chandra Chattopadhyay wrote Anandmath. (d) Satyendranath Tagore became the first Indian to succeed in the Indian Civil Services Examination.,History,2018,,
81,"Which of the following is/are the possible consequence/s of heavy sand mining in riverbeds? 1. Decreased salinity in the river 2. Pollution of groundwater 3. Lowering of the water-table Select the correct answer using the code given below: (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3",Environment and Ecology,2018,,
82,"With reference to agricultural soils, consider the following statements: 1. A high content of organic matter in soil drastically reduces its water holding capacity. 2. Soil does not play any role in the sulphur cycle. 3. Irrigation over a period of time can contribute to the salinization of some agricultural lands. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3",Agriculture,2018,,
83,"The Partnership for Action on Green Economy (PAGE), a UN mechanism to assist countries transition towards greener and more inclusive economies, emerged at (a) The Earth Summit on Sustainable Development 2002, Johannesburg (b) The United Nations Conference on Sustainable Development 2012, Rio de Janeiro (c) The United Nations Framework Convention on Climate Change 2015, Paris (d) The World Sustainable Development Summit 2016, New Delhi",Environment and Ecology,2018,,
84,"“3D printing” has applications in which of the following? 1. Preparation of confectionery items 2. Manufacture of bionic ears 3. Automotive industry 4. Reconstructive surgeries 5. Data processing technologies Select the correct answer using the code given below: (a) 1, 3 and 4 only (b) 2, 3 and 5 only (c) 1 and 4 only (d) 1, 2, 3, 4 and 5",Science and Technology,2018,,
85,Consider the following statements: 1. The Barren Island volcano is an active volcano located in the Indian territory. 2. Barren Island lies about 140 km east of Great Nicobar. 3. The last time the Barren Island volcano erupted was in 1991 and it has remained inactive since then. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 (c) 3 only (d) 1 and 3,Geography,2018,,
86,Why is a plant called *Prosopis juliflora* often mentioned in news? (a) Its extract is widely used in cosmetics. (b) It tends to reduce the biodiversity in the area in which it grows. (c) Its extract is used in the synthesis of pesticides. (d) None of the above,Environment and Ecology,2018,,
87,"Consider the following statements: 1. Most of the world’s coral reefs are in tropical waters. 2. More than one-third of the world’s coral reefs are located in the territories of Australia, Indonesia and Philippines. 3. Coral reefs host far more number of animal phyla than those hosted by tropical rainforests. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3",Environment and Ecology,2018,,
88,“Momentum for Change: Climate Neutral Now” is an initiative launched by (a) The Intergovernmental Panel on Climate Change (b) The UNEP Secretariat (c) The UNFCCC Secretariat (d) The World Meteorological Organization,Environment and Ecology,2018,,
89,"With reference to educational institutions during colonial rule in India, consider the following pairs: Institution Founder 1. Sanskrit College at Benares — William Jones 2. Calcutta Madarsa — Warren Hastings 3. Fort William College — Arthur Wellesley Which of the pairs given above is/are correct? (a) 1 and 2 (b) 2 only (c) 1 and 3 (d) 3 only",History,2018,,
90,"Consider the following pairs: Regions sometimes mentioned in news Country 1. Catalonia — Spain 2. Crimea — Hungary 3. Mindanao — Philippines 4. Oromia — Nigeria Which of the pairs given above are correctly matched? (a) 1, 2 and 3 (b) 3 and 4 only (c) 1 and 3 only (d) 2 and 4 only",International Relations,2018,,
91,"Consider the following events: 1. The first democratically elected communist party government formed in a State in India. 2. India’s then largest bank, ‘Imperial Bank of India’, was renamed ‘State Bank of India’. 3. Air India was nationalised and became the national carrier. 4. Goa became a part of independent India. Which of the following is the correct chronological sequence of the above events? (a) 4 — 1 — 2 — 3 (b) 3 — 2 — 1 — 4 (c) 4 — 2 — 1 — 3 (d) 3 — 1 — 2 — 4",History,2018,,
92,Right to Privacy is protected as an intrinsic part of Right to Life and Personal Liberty. Which of the following in the Constitution of India correctly and appropriately imply the above statement? (a) Article 14 and the provisions under the 42nd Amendment to the Constitution (b) Article 17 and the Directive Principles of State Policy in Part IV (c) Article 21 and the freedoms guaranteed in Part III (d) Article 24 and the provisions under the 44th Amendment to the Constitution,Polity,2018,,
93,"Consider the following: 1. Areca nut 2. Barley 3. Coffee 4. Finger millet 5. Groundnut 6. Sesamum 7. Turmeric The Cabinet Committee on Economic Affairs has announced the Minimum Support Price for which of the above? (a) 1, 2, 3 and 7 only (b) 2, 4, 5 and 6 only (c) 1, 3, 4, 5 and 6 only (d) 1, 2, 3, 4, 5, 6 and 7",Agriculture,2018,,
94,In which one of the following States is Pakhui Wildlife Sanctuary located? (a) Arunachal Pradesh (b) Manipur (c) Meghalaya (d) Nagaland,Geography,2018,,
95,"With reference to India’s satellite launch vehicles, consider the following statements: 1. PSLV s launch the satellites useful for Earth resources monitoring whereas GSLV s are designed mainly to launch communication satellites. 2. Satellites launched by PSLV appear to remain permanently fixed in the same position in the sky, as viewed from a particular location on Earth. 3. GSLV Mk III is a four-staged launch vehicle with the first and third stages using solid rocket motors, and the second and fourth stages using liquid rocket engines. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 (c) 1 and 2 (d) 3 only",Science and Technology,2018,,
96,"With reference to the governance of public sector banking in India, consider the following statements: 1. Capital infusion into public sector banks by the Government of India has steadily increased in the last decade. 2. To put the public sector banks in order, the merger of associate banks with the parent State Bank of India has been affected. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2",Economics,2018,,
